,Artist,Song,Lyrics
139,j-cole,farewell,Yeah farewell|-|Hey farewell|-|Alllmy niggas farewell|-|Fayettenam|-|Look some niggas let there dirt out|-|Some niggas keep it all in em|-|So when a man dies all his secrets go with him|-|And fame a part of history no longer known|-|Done did a lot of dirt Ill bury with me when Im gone|-|When my storys told how will they tell it|-|Will they say I was a giver or remember I was selfish|-|Will they say I was a sinner or pretend I was a saint|-|Will I go down as a winner whats the picture they gon paint|-|Wouldnt say that Im a quitter thats one thing I know I aint aint|-|Will they tarnish will they taint|-|Glorify me overthink say they know me say Im great|-|Say Im phoney I was fake|-|Say the things about me that they never told me to my face|-|I was loved I was hated|-|Just a nigga with a dream|-|Im a liar I was honest I was all of these things|-|When Im gone let em talk|-|They discussing who I am|-|When they bury me just know I was nothing but a man|-|Wasnt nothin but a man|-|This for niggas climbin heavens stairwell|-|Yeah hey farewell|-|Yeh hey farewell|-|This for niggas climbin heavens stairwell|-|I pray you farewell|-|I bid you farewell|-|Yeah ey farewell|-|Yeah yeah|-|If I should die Lord this here is my will|-|Reincarnate a nigga send me right back to the Ville|-|Let me relive my younger days just once again|-|Reenact my memories from every friend to every sin|-|Keeping demons buried in my closet|-|But yet I put in work like a deposit on my bank account|-|My eyes lit while I think about my childhood now Im blanking out|-|Those were truly my best days|-|The only thing I had to stress was how the hell to get laid|-|Gradually turn into me stressin how the hell to get paid|-|Been making songs so long now how the hell they get played|-|Ok Im blowing up quickly|-|I guess the flow is sickly|-|But yet I cant forget my past and hope it wont forget me|-|Got good grades but age cant stop strays so pray for me|-|Pour liquor for my niggas but hey dont wait for me|-|Cause Im trying to cheat death she had to bury my ass|-|You know the cliche lifes a bitch well Im gon marry that ass|-|And sign a prenup|-|Think back to when we tore the skating rink up|-|Rapping and we scrapping we got older hit the teen club|-|Gave mean mugs to niggas but we winked to all the girls|-|Then we went back to the crib thinking we had saw the World|-|No sir came a long way from having mom chauffer|-|Its hard to think these hoes at some point were so pure|-|But now we play the game when its over send me back|-|I swear Im not gon change a thing|-|I swear Im not gon change a thing|-|This for them niggas climbin heavens stairwell|-|Yeah hey farewell|-|I pray you niggas farewell|-|This for niggas climbin heavens stairwell|-|Hey farewell hey farewell|-|Yeah farewell|-|Yeh
140,drake,keep-the-family-close,Its a little chilly out there|-|How you can stand there is beyond me|-|All of my lets just be friends are friends I dont have anymore|-|How do you not check on me when things go wrong|-|Guess I shouldve tried to keep my family closer|-|Much closer|-|All of my lets just be friends are friends I dont have anymore|-|Guess thats what they say you need family for|-|Cause I cant depend on you anymore|-|Always saw you for what you couldve been|-|Ever since you met me|-|Like when Chrysler made that one car that looked just like the Bentley|-|I always saw you for what you couldve been|-|And even when its business with you its personal again|-|I knew you before you made ends meet now were meeting our ends|-|And its all because you chose a side|-|Youre supposed to put your pride aside and ride for me|-|Guess it wasnt time|-|And of course you went and chose a side that wasnt mine|-|Youre so predictable I hate people like you|-|Kennedy Road taught me not to trust people like you|-|How you supposed to figure what Im going through|-|You cant even figure out whats going on with you|-|You judge fore you met me yeah it figures|-|I make all the players anthems for the real niggas|-|With my dad out in Tennessee is where I belong|-|Out here in LA I dont know whats going on|-|I dont know whats going on|-|And its all because you chose a side|-|Youre supposed to put your pride aside and ride for me|-|Guess it wasnt time|-|And of course you went and chose a side that wasnt mine|-|You sit and you pray hoping that the stars align|-|My luck is a sure thing cause Im living right|-|When I needed you you couldnt give me any advice|-|But you always had something to say every other time|-|Everybody that I met on the way tries to get in the way|-|Im fooding and serving them all like Im working for minimum wage|-|Someone up there must just love testing my patience|-|Someone up there must be in need of some entertainment|-|Forgiveness for your ways|-|If I ever loved ya Ill always love ya thats how I was raised|-|Same way Im right here still feeling the wave|-|Same way Im realizing on a day to day|-|All of my lets just be friends are friends I dont have anymore|-|How do you not check on me when things go wrong|-|Guess I shouldve tried to keep my family closer|-|Much closer|-|All of my lets just be friends are friends I dont have anymore|-|Guess thats what they say you need family for|-|Cause I cant depend on you anymore|-|Much closer|-|Anytime people want to start problems|-|For real are you done|-|You know who mans are|-|Im not afraid no gyal heart man|-|And Im not afraid of no catty|-|And Im not afraid of no waste neither|-|So anybody who want it can get it|-|Its that fact
141,drake,9,Yeah for the dogs dem you know|-|Man when shit gets like this in the whole city|-|This shit aint gonna stop|-|Its gonna get a lot worse before it gets any better|-|Momma hit my phone and said raps no good|-|Better than em telling me the checks no good|-|Now they wanna act like I do no good|-|Funny cause I really did more than I should|-|I made a decision last night that I would die for it|-|Just to show the city what it takes to be alive for it|-|Cant get me on the line so they hang me out to dry for it|-|You know 40 wants peace but Im down to cut ties for it|-|And I cant sleep these days unless I take one|-|If they dont have a story these days theyll make one|-|Life is always on man I never get a break from it|-|Doesnt matter where I go I can never get away from it|-|They give me loyalty and I dont gotta pay for it|-|Same way breads gotta break for it|-|Keeping people fed is my only peace of mind now|-|And I turn the six upside down its a nine now|-|I made a decision last night that I would die for it|-||-||-||-||-|All these hand outs man its getting outta hand|-|Imma start telling niggas Get it how you can|-|I got it right now so Im everybodys friend|-|If I ever lose a bet we never speak again|-|I made a decision last night that Id die for it|-|Just to show the city what it takes to be alive for it|-|First place first place man we cant be tied for it|-|I only drove it five times paid 15 for it|-|Keychain go jangalang I wanna do major things|-|MJ in every way I just dont fade away|-|Six upside down its a nine now|-|Like Mannie like Stunna man shit is big time now|-|And I made a decision last night that I would die for it|-||-||-||-|
142,drake,u-with-me,What these bitches want from a nigga|-|On some DMX shit|-|I group DM my exes|-|I told em they belong to me that goes on for forever|-|And I think we just get closer when were not together|-|You tell me that Im confusin|-|More immature than Marques Houston|-|Cuts too deep for a bandaid solution|-|We too deep in this thing to never lose me|-|LOLOL Im glad you find this shit amusin|-|Heard a lot about me fore we started off|-|I know you heard that my pool parties like Mardi Gras|-|I know you heard that my girl is sponsored by Audemars|-|Thats why shes always correctin me when my time is off|-|And my house is the definition|-|Of alcohol and weed addiction|-|You got a different vision|-|You wanna walk around naked in the kitchen|-|Without runnin into one of my niggas|-|Thats not the way we livin|-|Too much goin on its just not realistic|-|These days I dont talk bout them days like I miss em|-|And you shouldnt miss em either we different people|-|But every time we speakin|-|Its like a lot of games bein played|-|Hows it goin down|-|If its on til we gone then I gots to know now|-|Is you wit me or what|-|Yeah|-|Its like a lot of games are bein played|-|Hows it goin down|-|If its on til we gone then I gots to know now|-|Is you wit me or what|-|Yeah|-|I wanna know how much time you spent on them paragraphs|-|Where youre getting me|-|All that grey in our conversation history you|-|Playin mind games when you sayin things|-|Playin mind games we both doin the same thing|-|Slide on a late night|-|You like to slide on a late night|-|You send the are you here text without an invite|-|Thats that shit that I dont like|-|We both slide on a late night|-|Do things in our off time|-|We both yeah|-|Made some mistakes pon road|-|Yeah hows that for real|-|You toyin with it like Happy Meal|-|3 dots you thinkin of a reaction still|-|While youre typin make sure to tell me|-|What type of games are bein played|-|Hows it goin down|-|If its on til we gone then I gots to know now|-|Is you wit me or what|-|Yeah|-|What type of games are bein played|-|Hows it goin down|-|If its on til we gone then I gots to know now|-|Is you wit me or what|-|Yeah|-|Remember you was livin at the London for a month|-|Service elevator up to 4201|-|We was still a secret couldnt come in through the front|-|Girl I had your back when all you used to do was front|-|Thats for sure though I made a career of reminiscin|-|Time got a funny way of tickin things are so much different|-|Ill admit it Ive admitted to a lot of things|-|Act like you know it fuck them stories fuck the shade they throwin|-|Understand I got responsibilities to people that I need|-|And on my way to make this dough|-|A lot of niggas cut the cheque so they can take this flow|-|A lot of niggas cut the cheque so they can take this flow|-|Tryna give your ass the world|-|You runnin your fingers through my curls|-|You knew me when the kid had waves|-|But thats enough of that|-|You could never say I came up and forgot about your ass|-|And thats some real shit
143,drake,feel-no-ways,I should be downtown whipping on the way to you|-|You got something that belongs to me|-|Your body language says it all|-|Despite the things you said to me|-|Who is it thats got you all gassed up|-|Changing your opinion on me|-|I was only gone for the last few months|-|But you dont have the time to wait on me|-|I try with you|-|Yeah|-|Theres more to life than sleeping in|-|And getting high with you|-|I had to let go of us to show myself what I could do|-|And that just didnt sit right with you|-|And now youre trying to make me feel a way on purpose|-|Now youre throwing it back in my face on purpose|-|Now youre talking down on my name on purpose|-|And you dont feel no way you think I deserve it|-|Feel a way feel a way young nigga feel a way|-|Ive stopped listening to things you say|-|Cause you dont mean it anyway yeah|-|Feel a way feel a way young nigga feel a way|-|Maybe we should have just did things my way|-|Instead of the other way|-|I tried with you|-|Theres more to life than sleeping in|-|And getting high with you|-|I had to let go of us to show myself what I could do|-|And that just didnt sit right with you|-|And now youre trying to make me feel a way on purpose|-|Now youre throwing it back in my face on purpose|-|Now youre talking down on my name on purpose|-|And you dont feel no way you think I deserve it|-|I tried with you|-|Yeah yeah yeah|-|Yeah yeah yeah|-|Feel a way feel a way young nigga feel a way|-|Ive stopped listening to things you say|-|Feel a way feel a way young nigga feel a way|-|Ive stopped listening to things you say
144,drake,hype,Why you live off of the hype bruh|-|Real Tway|-|Yeah|-|I pull up in Lexus like its 07|-|I just hit a lick|-|I got to hit a next one|-|Last year I know you learned your lesson|-|I could GPS you if you need some addressing|-|Boss up Im the bigger homie|-|But Im one year older than my lil homie|-|09 they were bidding on me|-|But Im young money got it written on me|-|Ok now we got some action|-|Everything I said it happened|-|That boy light as Michael Jackson|-|But off verses he been blackin|-|Chasing women a distraction|-|They want to be on TV right next to me|-|You cannot be right here next to me|-|Dont you see Riri right next to me|-|I hate a rapper especially|-|They feel the same but they hide it|-|They just discuss it in private|-|Dont get along man we tried it|-|Whats the point in even trying|-|I hate a goofy especially|-|They always dying to mention me|-|They gonna die out eventually|-|I could not give you the recipe|-|You know the game is so separately|-|Swear I just had an epiphany|-|It cost me 50 at Tiffanys|-|Shout out to Tiffany Stephanie|-|They used to always come check for me|-|My enemies want to be friends with my other enemies|-|I dont let it get to me|-|Done|-|Look what Ive done in my life|-|I had to count it and count it again|-|To make sure the money was right|-|They love to talk|-|Me Im just done in the hype|-|Me Im just done in the hype|-|Me Im just done done done done done|-|I dont take this shit for granted|-|I do my own propaganda|-|I feel like Juelz Santana|-|Leg hangin out the Phantom|-|6 cold like Alaska|-|VIEWS already a classic|-|Roy outta here like NASA|-|Bustin 1s out the plastic|-|A gram two poppin to fuck her|-|The chain too heavy to tuck it Im serious|-|I feed my family with this|-|So dont play with my money this summer im serious|-|I dont run out of material|-|You shouldnt speak on me period|-|You try to give em your side of the story|-|They heard it but they werent hearing it|-|They feeling the way and wont hide it|-|Niggas done being silent|-|Dont get along man we tried it|-|Whats the point of even trying|-|I hate a goofy especially|-|They always dying to mention me|-|They got to go they got to go|-|They gotta doubt eventually|-|I cannot give them no empathy|-|Imma have  when Im at 70|-|They cannot fuck with my legacy|-|I dont know what else is left for me|-|After this theres no one to threaten me|-|My enemies want to be friends with my other enemies|-|I dont let it get to me|-|Done|-|Look what Ive done in my life|-|I had to count it and count it again|-|To make sure the money was right|-|They love to talk|-|Me Im just done in the hype|-|Me Im just done in the hype|-|Me Im just done done done done done
145,drake,weston-road-flows,One of them ones|-|Right|-|Weston Road Flows I did this shit for my nigga Renny|-|Back when we couldnt buy pizza cause we were down to pennies|-|Feel like we go back a century runnin the store for centuries|-|Then bring it back to your brother man we had to respect it|-|He was wavy doin mixtapes out of your basement|-|He let us hit the weed on occasion for entertainment|-|Then he would leave us at the house and go out on a mission|-|We probably wouldve got in less trouble just goin with him|-|Feel like I never say much but man theres a lot to know|-|Feel like the difference between us really startin to show|-|Im lookin at they first week numbers like what are those|-|I mean you boys not even coming close|-|I gave niggas like you a reason for celebration|-|You number one and Im Eddie Murphy we tradin places|-|Lookin in the mirror Im closer than I really appear|-|Creepin like Chilli without the tender love and care|-|No tender love and care and no love and affection|-|I got a price on my head but theres a risk to collect it|-|I might be here as a vessel to teach people the lesson|-|Feel like they wanted me dead but couldnt pull it together|-|Yeah but here we are and its a new semester|-|40 the only one that know how I deal with the pressure|-|A couple nights where it started to feel like the feelings faded|-|A lot of problems that cant be fixed with a conversation|-|Your best day is my worst day I get green like Earth Day|-|You treat me like Im born yesterday you forgot my birthday|-|You dont be scorin perfect you dont be workin like how we be workin|-|You platinum like rappers on Hersheys boy that shit is worthless|-|You get the message over and over like it was urgent|-|And then act like you aint heard it when you see me in person|-|The only thing I did to end up here was put the work in|-|And did it with a purpose|-|Used to have secret handshakes to confirm my friendships|-|Nowadays they just shakin my hand to hide the tension|-|A lot of people just hit me up when my name is mentioned|-|Shout out to KD we relate we get the same attention|-|Its rainin money Oklahoma City Thunder|-|The most successful rapper 35 and under|-|Im assumin everybodys 35 and under|-|Thats when I plan to retire man its already funded|-|Yeah I brought your wifey out to Saint Martin|-|She violated I sent her back where it all started|-|How quick they are to forget about their bachelor apartment|-|Leave it to niggas like you to show em light in the darkness|-|Told my Momma that I found a lady in the east|-|Came cool when I got signed upgraded the suite|-|Don Julio in the freezer that they gave us for free|-|I get you all you can eat just have some patience with me|-|You wouldnt tell me you loved me started seein Monique|-|Last time I heard from Monique TMinus was makin beats|-|I used to hit the corner store to get to Tahiti treat|-|Now the talk of the corner store is that Im TBE|-|The best ever dont ever question you know better|-|But shit aint always how it seems when its sewed together|-|Yeah I let that last line breathe it take a second to get it|-|Weston Road flows my confidence level gettin settled|-|Dont get hyped for the moment then start to backpedal|-|Dont let your new found fame fool you or cloud up your judgement|-|To talk loosely I really do this|-|Been flowin stupid since Vince Carter was on some through the legs arm in the hoop shit|-|Drinkin hypnotic with Glenn Louis I been through it|-|Yall was so afraid to lay claim to it|-|To busy face screwin on waste movements|-|You was ridin TTC metro I had the place boomin|-|First take Drake you know I rarely have to take two it|-|And they still take to it|-|Big Apple had the white hummer parked right in front of Fluid|-|And we be walkin in that bitch like we already knew it|-|But money cant buy happiness Jellee talkin truthful|-|But Im happiest when I can buy what I want|-|Get high when I want|-|Yeah thats right|-|Yeah
146,drake,redemption,Yeah I get it|-|I get it|-|Yeah|-|Why would I say all these things to have you feelin a way|-|Why would I tell you Im 30 away if Im not on the way|-|Why do I settle for women that force me to pick up the pieces|-|Why do I want an independent woman to feel like she needs me|-|I lost my way|-|Im searchin for these words to say to you|-|Please give me time|-|Cause Im searchin for these words to say to you|-|Oh please give me time|-|Cause Im searchin for these words to say to you right now|-|Redemptions on your mind when you think about me|-|Yeah|-|Redemptions on your mind when you think about me|-|Yeah|-|Run your mouth Id rather listen to someone else|-|I gave your nickname to someone else|-|I know youre seein someone that loves you|-|And I dont want you to see no one else|-|I dont want you here with someone else|-|I dont wanna do this with no one else|-|I used to know you back when you was young|-|Your brother brought me through you saw me|-|That made me think of you so differently|-|I miss the feeling of you missing me|-|But you say youre over and done with me|-|Aw yeah yeah yeah|-|Aw yeah yeah yeah|-|Now redemptions on your mind when you think about me|-|Aw yeah yeah yeah|-|Redemptions on your mind when you think about me|-|Aw yeah yeah yeah|-|Redemptions on your mind when you think about me|-|Aw please give me time|-|Cause Im searchin for these words to say to you right now|-|Say to you|-|But 80 percent of it was the truth yeah|-|Say to you|-|A Mercedes coupe that youre still drivin with just me and you|-|Girl really gon spend the winter with this other nigga|-|Act like hes really the one to get through it with you|-|Took up with Jessica Kim you know that Im bound to see you|-|And they both say that youre over and done with me|-|Aw yeah yeah yeah|-|Aw yeah yeah yeah|-|They say redemptions on your mind when you think about me|-|Yeah aww yeah yeah yeah|-|Redemptions on your mind when you think about me|-|Aw yeah yeah yeah|-|Redemptions on your mind when you|-|Aw please give me time|-|Cause Im searchin for these words to say to you right now|-|Damn Im not unrealistic with none of my women|-|I tell them if they aint with it then lets just forget it|-|Relationships slowin me down they slow down the vision|-|Guess Im not in a position to deal with commitment|-|Certain people need to tell me theyre proud of me|-|That mean a lot to me|-|Not havin closure it take a lot out of me|-|This year for Christmas I just want apologies|-|Sydney gave up on me when I went missin|-|Syd had a baby and treated me different|-|Erica sued me and opened a business|-|Wonder if they was here shit could have been different|-|Wonder what theyd do put in my position|-|I wonder when my shit drop do they listen|-|Wonder if theyre second guessin their decisions|-|I hate the number 2 that shit is unforgiven|-|Tryna satisfy everybody|-|Its like they cant get enough|-|Until enough is enough|-|And that is too much|-|You tip the scale when I weigh my options|-|West Palm girls are spoiled rotten|-|Tiffany on you you know you poppin|-|Ill kill somebody if they give you problems|-|Master bedrooms where we get it poppin|-|Just ignore all the skeletons in my closet|-|Im a walkin comeup Im a bank deposit|-|Sell my secrets and get top dollar|-|Sell my secrets for a Range Rover|-|Opportunity and temptation|-|They would sell my secrets for a tropical vacation|-|Sell my secrets back to me if I was payin|-|Whos gonna save me when I need savin|-|Since take care Ive been caretakin|-|At second chances that aint how you livin|-|Redemption on your mind Ill never be forgiven|-|Yeah|-|I know
147,drake,with-you,Its about us right now girl where you going|-|Its about us right now girl where you going|-|Im with you|-|Yeah I cant get enough of you babe|-|Bottles open up so you can try and open up for me baby|-|MIA in the MIA|-|You do you girl the haters gon hate|-|Cut them off like you a sensei girl|-|Oh I know you feel what I feel|-|Breaking you off its so real|-|I cant fake that babe|-|My loves locked down and you cuffing it|-|Youre the only one I trust with it|-|Youre the only one that stuck with it|-|Its about us right now girl where you going|-|Its about us right now girl where you going|-|Im with you|-|Its about us right now girl where you going|-|Its about us right now girl where you going Yeah|-|Im with you|-|Yeah linking me down on my line|-|Busy as usual but we should make some time|-|Looking for things you can find|-|Just so you can have something to bring up when its time|-|Mixing vodka and emotions tapping into your emotions|-|Dry cry cause Im hopeless|-|Choose your lover for the moment|-|Different story when I leave you|-|Story of just to keep you|-|I need you around I need you oh|-|Its about us right now girl where you going|-|Its about us right now girl where you going|-|Im with you|-|Its all about us right now girl where you going|-|Its all about us right now girl where you going|-|Im with you Im with you
148,drake,faithful,Check 12 12 bitch|-|You expensive you know that|-|Im high maintenance a little bit but not in a not in a negative way|-|I just like extremely expensive things|-|Foot off in their ass is what Ken told me|-|Niggas like to play games cause they feel like they know me|-|You dont know me nigga I done changed|-|So dont be trying to be putting on shit off in the game|-|This aint no motherfucking 91|-|We out here rapping for money you niggas rapping for fun|-|I dont fuck with nobody in this shit but Bun|-|You would think its all mine the way I took it|-|You would think it broke down the way I push it|-|You hate it when I coat things all in sugar|-|You want to hear the real talk well girl who wouldnt|-|Working working working working aint ya|-|You dont have no time to lay up|-|You just trying to be somebody|-|Fore you say you need somebody|-|Get all your affairs in order|-|I wont have affairs Im yours girl|-|Faithful faithful faithful faithful|-|You hit me like I know youre there with someone else|-|That pussy knows me better than I know myself|-|On my way from the studio so get undressed|-|Lets do the things that we say on text|-|I want to get straight to the climax|-|Have you coming all summer like a season pass|-|I want to turn you out like pitch black|-|Want to watch you do work while I sit back|-|Cause you talk like you got what I need|-|You talk like you got the juice and the squeeze|-|Working working working working aint ya|-|You dont have no time to lay up|-|You just trying to be somebody|-|Fore you say you need somebody|-|Get all your affairs in order|-|I wont have affairs Im yours girl|-|Faithful faithful faithful faithful
149,drake,still-here,Doin well dog|-|Yeah me and all my|-|Yeah me|-|Yeah|-|Me and all my niggas doin well doin well dog|-|You not from the city I could tell I could tell dog|-|Did it did it did it by myself by myself dog|-|Blew up and Im in the city still Im still here dog|-|How did I finesse all of this shit from Jane and Weston|-|Girls all in my bed and they dont trip off first impressions|-|Girls all in your bed and they just ask a hundred questions|-|I cant fuck with you no more cause you be actin extra|-|Do your favorite rapper like my son like my son though|-|Nothing mutual about my funds bout my funds though|-|All you niggas fightin over crumbs where the bread at|-|How they feel about you where youre from where your bed at|-|I dont need no pill to speak my mind I dont need that|-|I make people pay me for my time yeah I need that|-|And I see your girl like all the time all the time though|-|I cant tell you if shes yours or mine but I do know|-|Me and all my niggas doin well doin well dog|-|You not from the city I could tell I could tell dog|-|Did it did it did it by myself by myself dog|-|Blew up and Im in the city still Im still here dog|-|Oh and Im back dog|-|Oh you just went and turned your back dog|-|I thought that we were family|-|You showed me that we cant be|-|I got talk to God even though he isnt near me|-|Based on what I got its hard to think he dont hear me|-|Hidden like that 30 on my jersey man Im gifted|-|Whole lot of 6s but Im still like|-|Hallelujah Hallelujah Hallelujah|-|6 point star lion of the Judah|-|All my niggas aint off rockin Gucci|-|One do it then we all gotta do it|-|Got the key now the doors open and we all goin through it|-|Whole city at your head for the boy|-|I aint even gotta call no one for it|-|Me and all my niggas doin well doin well dog|-|You not from the city I could tell I could tell dog|-|Did it did it did it by myself by myself dog|-|Blew up and Im in the city still Im still
150,drake,controlla,Right my yiy just changed|-|You just buzzed the front gate|-|I thank God you came|-|How many more days could I wait|-|I made plans with you|-|And I wont let em fall through|-|I I I I I|-|I think Id lie for you|-|I think Id die for you|-|Jodeci Cry For You|-|Do things when you want me to|-|Like controlla controlla|-|Yeah like controlla controlla|-|Yeah okay you like it|-|When I get aggressive tell you to|-|Go slower go faster|-|Like controlla controlla|-|Yeah like controlla controlla|-|And Im never on a waste ting shorty|-|I do it how you say you want it|-|Them girls they just wanna take my money|-|They dont want me to give you nothing|-|They dont want you to have nothing|-|They dont wanna see me find your lovin|-|They dont wanna see me|-|Smiling back when they preen|-|Knowing Id lie for you|-|Thinking Id die for you|-|Jodeci Cry For You|-|Do things when you want me to|-|Like controlla controlla|-|Yeah like controlla controlla|-|Gyal a tear off mi garments|-|And a bawl fi come inna mi apartment |-|Di gyal dem want di length and strength|-|Action speak louder than argument well|-|But you cant just diss and come tell me sorry|-|You cant listen to me talk and go tell my story|-|Nah it dont work like that when you love somebody|-|My old flex is my new flex now and were workin on it yeah|-|And thats why I need all the energy that you bring to me|-|My last girl would tear me apart but shed never wanna split a ting with me|-|But when it comes to you you|-|I think Id lie for you|-|I think Id die for you|-|Jodeci Cry For You|-|Do things when you want me too|-|Like controlla controlla|-|Yeah like controlla controlla yeah|-|And Im never on a waste ting shorty|-|I do it how you say you want it|-|Them girls they just wanna take my money|-|They dont want me to give you nothing|-|They dont want you to have nothing|-|They dont wanna see me find your lovin|-|They dont wanna see me|-|Smiling back when they preen|-|Jeez|-|Music a drop|-|Gyal a whine up dem bumpa|-|Dis is di summa summa controlla alert|-|Drake from Canada Beenie Man from Jamaica|-|Dem wa hear murda|-|Zaga
151,drake,one-dance,Baby I like your style|-|Grips on your waist|-|Front way back way|-|You know that I dont play|-|Streets not safe|-|But I never run away|-|Even when Im away|-|Oti oti theres never much love when we go OT|-|I pray to make it back in one piece|-|I pray I pray|-|Thats why I need a one dance|-|Got a Hennessy in my hand|-|One more time fore I go|-|Higher powers taking a hold on me|-|I need a one dance|-|Got a Hennessy in my hand|-|One more time fore I go|-|Higher powers taking a hold on me|-|Baby I like your style|-|Strength and guidance|-|All that Im wishing for my friends|-|Nobody makes it from my ends|-|I had to bust up the silence|-|You know you gotta stick by me|-|Soon as you see the text reply me|-|I dont wanna spend time fighting|-|Weve got no time|-|And thats why I need a one dance|-|Got a Hennessy in my hand|-|One more time fore I go|-|Higher powers taking a hold on me|-|I need a one dance|-|Got a Hennessy in my hand|-|One more time fore I go|-|Higher powers taking a hold on me|-|Got a pretty girl and she love me long time|-|Wine it wine it very long time|-|Oh yeah she steady on grindin|-|Back up back up back up and wine it|-|Back up back up and wine it|-|Back up back up back up and wine it|-|Oh yeah she steady on grindin|-|Back up back up and wine it girl|-|Tell me I need to know where do you wanna go|-|Cause if youre down Ill take it slow|-|Make you lose control|-|Where where where|-|Where where where where|-|Oh yeah she steady on grindin|-|Where where where|-|Back up back up and wine it girl|-|Where where where where|-|Cause if youre down|-|Back up back up and|-|Cause if youre down|-|Back up back up and|-|Cause if youre down|-|Back up back up and|-|I need a one dance|-|Got a Hennessy in my hand|-|One more time fore I go|-|Higher powers taking a hold on me|-|I need a one dance|-|Got a Hennessy in my hand|-|One more time fore I go|-|Higher powers taking a hold on me
152,drake,grammys,Yeah yeah|-|Yeah yeah|-|Jheeze yeah|-|Right look look|-|Tell me how you really feel|-|Tell me how you really feel|-|I would ask you whats the deal|-|But you dont even got a deal|-|Most niggas with a deal|-|Couldnt make a greatest hits|-|Yall a whole lot of things|-|But you still aint this|-|I dont know no one|-|That could tell me what to do|-|Heard you never claimed the hood|-|Hear the hood claimed you|-|That cant sit well|-|Oh well ship sailed|-|Still mine all mine|-|Cosign cosign|-|I pull up in yachts so big that they try to hit me with boat fines|-|Hype Williams Big Pimpin|-|Yeah Just like the old times|-|Same niggas from the old days|-|Lot of sides on the same side|-|OVO we a gold mine|-|But Im goin gold in no time|-|Doing plat plat only|-|Boys better back off me|-|Hall of fame hall of fame|-|Like Im shirt off like Im shirt off|-|Like Im shirt off shorty|-|Whole city goin crazy whole city goin crazy|-|Top 5 no debating|-|Top 5 top 5 top 5|-|And the whole city rave me|-|And Im back inside a matrix|-|And I said that we would make it|-|Aim squad with some traitors|-|Knew my niggas from the basement|-|This aint no metalontheway shit|-|We done really put some days in|-|Hey why you so excited You know what Im sayin|-|What happened|-|Did you win the Grammy God damn|-|You acting like you fucking won a trophy and shit|-|This nigga turnt the fuck up|-|They gon think I won a Grammy|-|They gon think I won a Grammy|-|Swervin out the Panoramic|-|Im hangin out they cant stand me|-|They gon think I won a Grammy|-|They gon think I won a Grammy|-|They gon think I won a Grammy|-|They gon think I won a Grammy|-|Im showin out they cant stand me|-|Im showin out they cant stand me|-|Im swervin off they cant stand me|-|Im err off cant stand me|-|They gon think I won a Grammy|-|They gon think I won a Grammy|-|They gon think I won a Grammy|-|They gon think I won a Grammy|-|Gonna peel off like a bandit|-|Im noddin off on a Xanax|-|Get pissed off start airin it|-|Get a head start aint friendly|-|I stand out I dont blend in|-|When I say that I meant that|-|I dont want to talk to you hasbeens|-|I dont want features or adlibs|-|I dont want features or nothin|-|You cant even get on my guest list|-|They want me to go to the Met Gala|-|I want a Percocet and a gallon|-|That Actavis HiTech it dont matter|-|We sittin right on the courtside|-|I know the players on both side|-|Im cashin out fuck a cosign|-|I wear the chain like a bowtie|-|I wear the ring like a fofive|-|Keep a fofive for the po guys|-|Black tints low profile|-|Celebratin everyday cause Im really really fresh out the coke house|-|Countin up every single day|-|Bout to bring a whole nother whip out|-|They gon think I won a Grammy|-|They gon think I won a Grammy|-|Swervin out the Panoramic|-|Im hangin out they cant stand me|-|They gon think I won a Grammy|-|They gon think I won a Grammy|-|They gon think I won a Grammy|-|They gon think I won a Grammy|-|Im showin out they cant stand me|-|Im showin out they cant stand me|-|Im swervin off they cant stand me|-|Im err off cant stand me|-|They gon think I won a Grammy|-|They gon think I won a Grammy|-|They gon think I won a Grammy|-|They gon think I won a Grammy
